latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
30.71777,73.81693,330.55,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,301.73,1.87,D
30.72005,73.78778,330.75,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,301.3,2.49,D
30.77305,74.11297,332.73,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.69,3.84,D
30.69796,73.57926,334.63,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.59,2.03,D
30.74233,73.84464,335.06,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.67,4.19,D
30.76884,73.92933,336.09,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.47,4.28,D
30.80623,74.13084,333.34,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.63,2.87,D
30.7994,74.01415,333.86,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.14,4.73,D
30.7988,74.01018,330.51,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,301.92,4.73,D
30.76541,73.79159,338.31,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.85,5.68,D
30.76296,73.7757,338.48,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.91,4.14,D
30.76235,73.77173,333.81,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.7,4.14,D
30.75562,73.72803,335.75,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.03,4.44,D
30.45854,71.83956,335.66,0.41,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.25,6.95,D
30.45782,71.83536,334.86,0.41,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.69,6.95,D
30.80589,73.96772,339.08,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.87,3.72,D
30.78059,73.78025,330.33,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.83,3.55,D
30.76896,73.70477,351.04,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.28,12.4,D
30.78387,73.77957,342.99,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.21,3.55,D
30.79874,73.8544,335.45,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.27,5.02,D
30.79166,73.78616,345.95,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.42,5.65,D
30.80005,73.79673,333.13,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.36,2.49,D
30.77861,73.65766,333.97,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.85,3.18,D
30.82488,73.91461,334.89,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.87,9.42,D
30.82986,73.88078,335.5,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.46,5.66,D
30.80751,73.71318,340.17,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.74,5.79,D
30.58424,72.23445,339.44,0.4,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,306.68,5.67,D
30.88946,74.13948,335.01,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.07,3.12,D
30.84698,73.81575,333.14,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.66,2.43,D
30.94752,74.39111,330.4,0.39,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,302.12,1.6,D
30.59045,72.12602,330.22,0.4,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.57,2.62,D
30.90791,74.08231,333.05,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,299.91,2.12,D
30.88213,73.89053,339.1,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.04,5.3,D
30.96079,74.36414,334.7,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.04,2.32,D
30.97812,74.38953,334.94,0.39,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,305.04,4.66,D
30.86741,73.54919,335.21,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,299.23,2.85,D
31.00386,74.38023,345.39,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.43,10.99,D
30.9656,74.12439,331.02,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.46,2.47,D
30.99942,74.28213,334.7,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.93,3.04,D
30.99553,74.23348,344.32,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.19,4.58,D
30.89984,73.5835,332.08,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.21,8.87,D
31.0445,74.47128,331.26,0.39,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,305.32,3.11,D
30.8757,73.3418,336.26,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.24,4.67,D
30.8688,73.29794,339.37,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.42,3.45,D
29.93619,68.05354,332.72,0.4,0.44,2024-10-05,0809,N21,VIIRS,n,2.0NRT,306.06,1.62,D
31.04843,74.42913,335.69,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.5,8.06,D
31.04784,74.42512,339.73,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,306.41,10.86,D
31.05593,74.41109,330.45,0.39,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,304.51,5.36,D
31.03201,74.25082,335.56,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.97,3.68,D
31.06877,74.47469,338.56,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.45,3.91,D
31.10068,74.6218,340.11,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,306.42,5.95,D
31.09235,74.54079,336.55,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.27,5.74,D
31.09176,74.53676,331.64,0.39,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,304.37,5.74,D
31.03589,74.15976,340.54,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,306.11,23.64,D
30.4894,70.72737,330.66,0.44,0.39,2024-10-05,0809,N21,VIIRS,l,2.0NRT,304.32,2.58,D
30.73731,71.73844,330.49,0.41,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.04,4.24,D
30.73659,71.73421,331.02,0.41,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.98,4.68,D
31.15998,74.3781,330.15,0.39,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,303.68,2.74,D
31.17465,74.40826,342.61,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.05,5.11,D
31.14416,73.95341,330.81,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,302.86,1.59,D
30.95554,72.21011,331.8,0.4,0.37,2024-10-05,0809,N21,VIIRS,l,2.0NRT,304.19,1.99,D
31.33229,74.46119,338.45,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,307.31,6.25,D
31.34456,74.47536,335,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.04,3.36,D
31.34396,74.47132,333.47,0.39,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,304.25,3.36,D
31.02781,72.31329,343.63,0.4,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.03,5.23,D
31.39348,73.35886,335.25,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.01,6.24,D
31.62393,74.52531,332.94,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.03,4.12,D
31.6402,74.49755,335.01,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.1,4.66,D
31.34364,72.44872,341.79,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.78,4.3,D
31.58416,73.86895,331.58,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,302.26,1.57,D
31.42553,72.63699,330.22,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.99,1.67,D
31.74425,74.46458,343.62,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.93,4.1,D
31.76084,74.41521,332.73,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.89,1.68,D
31.49551,72.64714,344.42,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,306.72,15.7,D
31.75167,74.1917,341.83,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.12,5.7,D
31.5662,72.98269,342.11,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.18,4.85,D
31.54249,72.83359,335.43,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.54,8.07,D
31.59195,72.95212,333.36,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.02,3.07,D
31.8319,74.50571,343.93,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.25,4.79,D
31.53777,72.59164,336.94,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.77,5.59,D
31.77812,74.02527,330.15,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.3,1.33,D
31.85636,74.46432,335.78,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.42,2.8,D
31.81168,74.15987,335.69,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.44,5.14,D
31.81498,74.15919,334.9,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.82,5.14,D
31.87576,74.52765,334.92,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.75,4.05,D
31.87907,74.52698,338.32,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.19,4.39,D
31.88297,74.53041,340.61,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.1,4.39,D
31.81549,74.02589,336.46,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.16,2.4,D
31.87745,74.42233,331.93,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.66,2.22,D
31.81878,74.02522,341.34,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,306.31,8.31,D
31.85239,74.15987,332.57,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.64,1.8,D
31.69446,73.03934,330.36,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.08,2.11,D
31.85018,74.03124,340.07,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.49,3.03,D
31.88084,74.19159,330.46,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.21,1.75,D
31.36352,70.9831,334.59,0.43,0.38,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.99,3.13,D
31.90632,74.34106,336.07,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.26,3.45,D
31.87753,74.14639,330.77,0.39,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,301.46,1.09,D
31.71405,73.05592,332.43,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.1,2.86,D
31.90633,74.29503,331.56,0.39,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,302.26,4.35,D
31.89848,74.15044,333.97,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.13,5.83,D
31.89788,74.14639,332.12,0.39,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,304.39,5.83,D
31.95086,74.41216,332.84,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.52,4.34,D
31.702,72.74171,335.89,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.84,2.31,D
31.99866,74.67239,332.78,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.27,3.84,D
31.89762,73.95942,335.03,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.18,5.97,D
31.91866,74.05499,333.38,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.32,2.48,D
31.64894,72.24712,340.57,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.93,6.32,D
31.64826,72.24303,331.92,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.29,2.9,D
31.93029,74.01927,330.02,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.06,2.63,D
31.92746,73.93246,339.75,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.38,4.44,D
31.85406,73.44972,339.89,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.03,6.62,D
31.80535,73.13625,344.57,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.01,23.26,D
31.86186,73.45637,341.27,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.96,4.98,D
31.93006,73.88211,336.14,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.83,4.77,D
31.73902,72.65393,333.66,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.91,3.25,D
32.068,74.79878,339.39,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.34,4.65,D
31.81217,73.09319,331.77,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,299.84,1.96,D
31.92834,73.62492,346.62,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.23,5.49,D
32.12722,74.94952,330.29,0.4,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.35,2.22,D
32.1295,74.94988,333.1,0.4,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.84,2.81,D
31.93655,73.58627,332.11,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.12,3.73,D
31.98979,73.91589,343.59,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.23,12.2,D
31.4593,70.60918,335.77,0.44,0.38,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.75,2.8,D
32.00699,73.84997,331.09,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,302.75,2.42,D
32.21237,75.22329,336.66,0.4,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.66,3.45,D
32.01356,73.8486,341.82,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.26,6.36,D
32.16303,74.82338,333.12,0.39,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.84,2.36,D
32.22581,75.22068,330.91,0.4,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.79,1.94,D
32.03897,73.74761,333.4,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.27,5,D
32.04187,73.72205,332.82,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.76,2.2,D
32.09558,73.84927,334.37,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.96,2.85,D
31.59803,70.75099,331.36,0.43,0.38,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.41,3.07,D
31.60333,70.74042,332.58,0.43,0.38,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.35,2.69,D
31.59617,70.70016,332.28,0.43,0.38,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.1,2.77,D
32.25016,74.74341,343.59,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.55,9.04,D
32.13854,73.8195,330.96,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.26,2.16,D
31.63224,70.70087,340.22,0.43,0.38,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.14,4.96,D
32.24811,74.32851,332.75,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.25,1.66,D
32.14818,73.65919,330.26,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,301.1,1.64,D
31.66327,70.69341,339.45,0.43,0.38,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.37,5.41,D
32.18092,73.71528,333.94,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.73,3.31,D
32.18794,73.67213,331.55,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.72,2.37,D
32.18733,73.6681,330.96,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,302.27,3.66,D
32.37604,74.93807,333.24,0.4,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.57,3.1,D
32.36961,74.53297,336.43,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.4,4.93,D
32.28576,73.93958,333.92,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.48,6.12,D
32.27031,73.6302,334.2,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.18,9,D
32.2697,73.62616,342.85,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302,7.86,D
31.81277,70.78535,330.48,0.43,0.38,2024-10-05,0809,N21,VIIRS,l,2.0NRT,302.46,3,D
32.36692,74.09508,332.2,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.13,2.68,D
32.41315,73.63052,332.44,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.5,3.48,D
32.41893,73.51236,332.75,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.08,5.56,D
32.46675,73.7613,345.86,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.21,7.99,D
32.5937,74.32042,334.32,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.16,3.19,D
29.6622,71.91444,333.78,0.41,0.37,2024-10-05,0809,N21,VIIRS,l,2.0NRT,308.44,3.16,D
29.79763,72.6843,330.54,0.4,0.37,2024-10-05,0809,N21,VIIRS,l,2.0NRT,305.37,2.48,D
29.82812,72.7075,334.27,0.4,0.37,2024-10-05,0809,N21,VIIRS,l,2.0NRT,306.04,3.35,D
29.64113,71.54786,344.19,0.42,0.38,2024-10-05,0809,N21,VIIRS,n,2.0NRT,308.12,6.65,D
29.48155,70.51587,334.12,0.47,0.39,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.6,1.64,D
30.09213,73.02631,334.76,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.85,3.64,D
30.09148,73.0223,334.79,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.18,3.64,D
29.98083,72.16721,338.86,0.4,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.68,3.02,D
29.90129,71.66115,333.75,0.42,0.38,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.95,4.86,D
29.9047,71.66039,346.22,0.42,0.38,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.72,4.86,D
30.09196,72.68975,334.01,0.39,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.98,3.16,D
30.19866,73.30901,337.09,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,307.46,3.69,D
30.20045,73.23467,342.17,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.81,9.84,D
30.20374,73.23398,335.59,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.94,5.03,D
30.14516,72.61974,335.08,0.4,0.37,2024-10-05,0809,N21,VIIRS,l,2.0NRT,305.12,6.73,D
30.14449,72.61569,332.04,0.4,0.37,2024-10-05,0809,N21,VIIRS,l,2.0NRT,304.62,5.37,D
30.22025,72.9954,341.66,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.89,3.04,D
30.26869,73.21214,336.72,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.07,3.37,D
30.29222,73.33872,332.59,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.95,2.09,D
30.3379,73.60761,339.16,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,306.5,4.98,D
30.33728,73.60365,346.71,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.89,4.98,D
30.33677,73.51374,337.91,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.82,10.33,D
29.97014,71.3045,335.15,0.43,0.38,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.93,5.19,D
30.42008,73.83167,341.53,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.14,5.45,D
30.34716,73.36402,335.57,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.91,3.37,D
30.40439,73.70827,331.03,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,304.88,2.41,D
30.43517,73.88574,348.33,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,307.17,7.88,D
30.42194,73.66476,332.5,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.99,2.49,D
30.44731,73.80664,345.39,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.2,4.88,D
30.4467,73.80268,334.67,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.63,4.88,D
30.32839,73.03134,342.08,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.03,6.12,D
30.3942,73.37978,335.18,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.76,2.35,D
29.81785,70.04121,342.32,0.48,0.4,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.44,4.83,D
30.47774,73.89436,335.93,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,306.13,6.64,D
29.82064,70.03588,334.31,0.48,0.4,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.52,3.38,D
30.46945,73.81843,338.76,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.3,6.12,D
30.44326,73.62763,333.11,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.09,6.26,D
30.38543,73.21731,333.4,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.49,2.77,D
30.4015,73.27563,334.19,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.51,15.71,D
30.48975,73.81834,345.48,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.73,11.57,D
30.49852,73.85332,331.04,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,303.47,1.85,D
30.43254,73.42918,335.85,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,306.47,10.09,D
30.39182,73.12939,340.34,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.65,3.86,D
